,callDateTime,priority,district,description,callNumber,incidentLocation,location
1048172,11/11/2015 17:23,Medium,CD,911/NO  VOICE,P153152261,1100 DRUID HILL AV,"(39.3003914,-76.6265826)"
1048173,11/11/2015 17:24,Low,ND,DISABLED VEHICLE,P153152262,W 0TH ST/MARYLAND AV,"(39.321869,-76.618624)"
1048174,11/11/2015 17:26,Non-Emergency,SD,RECOVER PROPERTY,P153152263,1100 BLK S CHARLES ST,"(39.2766070,-76.6146710)"
1048175,11/11/2015 17:25,Medium,SW,NARCOTICSOutside,P153152264,2700 WILKENS AV,"(39.2782144,-76.6589221)"
1048176,11/11/2015 17:18,Medium,CD,FAMILY DISTURB,P153152266,ST PAUL ST/E LANVALE ST,"(39.308799,-76.614795)"
1048177,11/11/2015 17:25,Low,ND,AUTO ACCIDENT,P153152267,W 0TH ST/HUNTINGDON AV,"(39.321565,-76.623433)"
1048178,11/11/2015 17:27,Medium,WD,DISORDERLY,P153152269,N SMALLWOOD ST/WESTWOOD AV,"(39.308624,-76.652649)"
1048179,11/11/2015 17:27,Low,ND,DISABLED VEH,P153152271,NB I 100 N AT W COLD SPRING LN,"(39.345141,-76.647026)"
1048180,11/11/2015 17:26,Medium,SE,DISORDERLY,P153152272,1700 THAMES ST,"(39.2820547,-76.5925138)"
1048181,11/11/2015 17:29,Non-Emergency,SD,Foot  Patrol,P153152273,W OSTEND ST/WASHINGTON BL,"(39.281738,-76.634007)"
1048182,11/11/2015 17:26,Medium,ND,SUSPICIOUS PERS,P153152277,NB 100/NB I 100 N,"(39.371992,-76.652827)"
1048183,11/11/2015 17:27,Low,ND,AUTO ACCIDENT,P153152278,I-100N/FALL RD,"(0.000000,0.000000)"
1048184,11/11/2015 17:28,Low,CD,AUTO ACCIDENT,P153152279,N MARTIN LUTHER KING JR BL/W FRANKLIN ST,"(39.294640,-76.627667)"
1048185,11/11/2015 17:27,Non-Emergency,SS,SUPV COMPLAINT,P153152280,3000 S HANOVER ST,"(39.2513247,-76.6150127)"
1048186,11/11/2015 17:29,High,SE,SILENT ALARM,P153152281,3700 CLAREMONT ST,"(39.2897200,-76.5666190)"
1048187,11/11/2015 17:31,High,NE,Field Interview,P153152282,SINCLAIR LN/PARKSIDE DR,"(39.318779,-76.553985)"
1048188,11/11/2015 17:29,Medium,SD,COMMON ASSAULT,P153152283,0RD ST/WASHBURN AV,"(39.235675,-76.608081)"
1048189,11/11/2015 17:30,Non-Emergency,ND,INVESTIGATE AUTO,P153152284,SB I 100 S AT W COLD SPRING LN,"(39.345227,-76.647219)"
1048190,11/11/2015 17:30,Low,NE,HIT AND RUN,P153152286,1500 SHERWOOD AV,"(39.3638155,-76.5865596)"
1048191,11/11/2015 17:29,Medium,NE,AUTO THEFT,P153152287,1300 E 25TH ST,"(39.3168935,-76.5963243)"
1048192,11/11/2015 17:32,Non-Emergency,SE,FOLLOW UP,P153152288,800 N KENWOOD AV,"(39.3001593,-76.5783640)"
1048193,11/11/2015 17:31,Medium,ED,911/NO  VOICE,P153152289,1000 EDISON HY,"(39.3029101,-76.5728709)"
1048194,11/11/2015 17:28,Medium,ND,DISORDERLY,P153152290,FALLS RD/I 100 TO 28TH ST,"(39.318282,-76.627403)"
1048195,11/11/2015 17:33,High,SE,RA POLICE,P153152291,6500 QUAD AV,"(39.2996857,-76.5373970)"
1048196,11/11/2015 17:30,Medium,SD,911/NO  VOICE,P153152293,1600 WICOMICO ST,"(39.2744811,-76.6355730)"
1048197,11/11/2015 17:33,High,NW,Traffic Stop,P153152294,2500 LIBERTY HEIGHTS AV,"(39.3197533,-76.6556601)"
1048198,11/11/2015 17:33,Medium,NW,911/NO  VOICE,P153152295,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
1048199,11/11/2015 17:34,High,NE,Traffic Stop,P153152296,E NORTHERN PY/MCCLEAN BL,"(39.368466,-76.567064)"
1048200,11/11/2015 17:32,Medium,ED,NARCOTICSOutside,P153152297,E FEDERAL ST/N REGESTER ST,"(39.308561,-76.593931)"
1048201,11/11/2015 17:34,High,SE,AUTO ACC/INJURY,P153152298,NORTH POINT RD/QUAD AV,"(39.300430,-76.536111)"
1048202,11/11/2015 17:28,Low,CD,OTHER,P153152300,600 E FAYETTE ST,"(39.2906673,-76.6071593)"
1048203,11/11/2015 17:35,Non-Emergency,CD,Foot  Patrol,P153152301,400 E PRATT ST,"(39.2870097,-76.6093320)"
1048204,11/11/2015 17:31,Low,ND,HIT AND RUN,P153152302,THE ALAMEDA/ARGONNE DR,"(39.340069,-76.600194)"
1048205,11/11/2015 17:33,Low,NE,HIT AND RUN,P153152303,4800 BELAIR RD,"(39.3340220,-76.5581990)"
1048206,11/11/2015 17:34,Medium,SD,BURGLARY,P153152304,1600 PLUM ST,"(39.2283720,-76.5886301)"
1048207,11/11/2015 17:34,Medium,SE,911/NO  VOICE,P153152305,200 N HIGHLAND AV,"(39.2954069,-76.5699907)"
1048208,11/11/2015 17:35,Non-Emergency,WD,Foot  Patrol,P153152307,LAURENS ST/N CAREY ST,"(39.303358,-76.638957)"
1048209,11/11/2015 17:34,Medium,SE,911/NO  VOICE,P153152308,3500 EASTERN AV,"(39.2868690,-76.5680090)"
1048210,11/11/2015 17:36,Medium,SD,BURGLARY,P153152309,1600 PLUM ST,"(39.2283720,-76.5886301)"
1048211,11/11/2015 17:37,Low,NE,LARCENCY,P153152310,6500 BROOK AV,"(39.3545010,-76.5360460)"
1048212,11/11/2015 17:38,Medium,WD,JUV DISTURBANCE,P153152311,1900 BLK WALBROOK AV,"(39.3110510,-76.6483862)"
1048213,11/11/2015 17:38,Medium,NW,911/NO  VOICE,P153152312,4900 LIBERTY HEIGHTS AV,"(39.3326697,-76.6986428)"
1048214,11/11/2015 17:34,Low,NE,A.W.O.L.,P153152313,4800 HARFORD RD,"(39.3449880,-76.5679780)"
1048215,11/11/2015 17:40,High,NE,Traffic Stop,P153152314,BELAIR RD/MORAVIA RD,"(39.331105,-76.561586)"
1048216,11/11/2015 17:40,Medium,ED,NARCOTICS ONVIEW,P153152315,800 ABBOTT CT,"(39.3011516,-76.6062391)"
1048217,11/11/2015 17:39,Medium,NE,SUSPICIOUS PERS,P153152316,GOODWOOD RD/TRAMORE RD,"(39.352009,-76.568386)"
1048218,11/11/2015 18:02,Medium,SD,SUSPICIOUS PERS,P153152384,W PATAPSCO AV/LORENA AV,"(39.253644,-76.654004)"
1048219,11/11/2015 18:03,Medium,SE,COMMON ASSAULT,P153152385,6300 BROWN AV,"(39.2741500,-76.5377190)"
1048220,11/11/2015 18:04,Non-Emergency,ND,Repairs/Service,P153152386,100,"(39.3810499,-76.6572571)"
1048221,11/11/2015 18:04,Low,NW,DESTRUCT PROPTY,P153152387,3600 FORDS LN,"(39.3598130,-76.6973650)"
1048222,11/11/2015 18:05,Non-Emergency,ND,Repairs/Service,P153152388,100,"(39.3810499,-76.6572571)"
1048223,11/11/2015 18:04,Low,CD,AUTO ACCIDENT,P153152389,W BALTIMORE ST/N HOWARD ST,"(39.289352,-76.619448)"
1048224,11/11/2015 18:04,Medium,CD,NARCOTICS INSIDE,P153152390,300 N EUTAW ST,"(39.2929880,-76.6213830)"
1048225,11/11/2015 17:58,Medium,SD,SUSPICIOUS PERS,P153152391,1200 BATTERY AV,"(39.2761144,-76.6098871)"
1048226,11/11/2015 18:05,Medium,SW,BURGLARY,P153152392,1600 N HILTON ST,"(39.3059920,-76.6727060)"
1048227,11/11/2015 18:06,High,NE,Traffic Stop,P153152393,MORAVIA RD/WALTHER AV,"(39.339505,-76.567414)"
1048228,11/11/2015 18:02,Medium,SE,FAMILY DISTURB,P153152394,3300 FLEET ST,"(39.2856855,-76.5697613)"
1048229,11/11/2015 18:09,Low,ED,OTHER,P153152395,800 N LAKEWOOD AV,"(39.3001030,-76.5797682)"
1048230,11/11/2015 18:07,High,NE,SILENT ALARM,P153152396,4800 MIDLINE RD,"(39.3222680,-76.5374570)"
1048231,11/11/2015 18:07,Medium,SW,MISSING PERSON,P153152397,4700 WILLISTON ST,"(39.2746169,-76.6954584)"
1048232,11/11/2015 18:09,High,SW,Traffic Stop,P153152398,400 BLK NORTH BEND RD,"(39.2843813,-76.7084944)"
1048233,11/11/2015 18:10,Low,ND,AUTO ACCIDENT,P153152400,E 0RD ST/OLD YORK RD,"(39.328313,-76.608449)"
1048234,11/11/2015 18:08,High,ND,AUTO ACC/INJURY,P153152401,E 0RD ST/OLD YORK RD,"(39.328313,-76.608449)"
1048235,11/11/2015 18:07,Medium,ND,COMMON ASSAULT,P153152402,5700 THE ALAMEDA,"(39.3610455,-76.5944342)"
1048236,11/11/2015 18:08,Low,NE,HIT AND RUN,P153152405,4800 BELAIR RD,"(39.3340220,-76.5581990)"
1048237,11/11/2015 18:11,High,NE,RA POLICE,P153152406,3900 LYNDALE AV,"(39.3181700,-76.5608800)"
1048238,11/11/2015 18:12,Medium,TRU,911/NO  VOICE,P153152408,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
1048239,11/11/2015 18:10,Non-Emergency,ND,FIRE ALARM,P153152409,3100 ST PAUL ST,"(39.3261100,-76.6164000)"
1048240,11/11/2015 18:11,Medium,NW,DISORDERLY,P153152410,3500 PARK HEIGHTS AV,"(39.3281950,-76.6584980)"
1048241,11/11/2015 18:13,Non-Emergency,SW,Repairs/Service,P153152411,100 #FUEL,"(30.5765089,-96.2803877)"
1048242,11/11/2015 18:11,Medium,TRU,911/NO  VOICE,P153152412,400 E 25TH ST,"(39.3180748,-76.6110777)"
1048243,11/11/2015 18:13,Medium,SW,911/NO  VOICE,P153152413,4600 FREDERICK AV,"(39.2814825,-76.6924178)"
1048244,11/11/2015 18:15,Non-Emergency,ED,Personal Relief,P153152414,EASTERN DISTRICT,"(39.309774,-76.573144)"
1048245,11/11/2015 17:51,Medium,SD,911/NO  VOICE,P153152351,3100 SUN ST,"(39.2392430,-76.5839070)"
1048246,11/11/2015 17:51,Medium,WD,911/NO  VOICE,P153152352,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
1048247,11/11/2015 17:51,Low,NE,LARCENCY,P153152354,3700 RAVENWOOD AV,"(39.3155122,-76.5666418)"
1048248,11/11/2015 17:48,Medium,SW,AUTO ACCIDENT,P153152355,500 S CATON AV,"(39.2787867,-76.6716395)"
1048249,11/11/2015 17:53,Non-Emergency,ED,Foot  Patrol,P153152356,2500 E MONUMENT ST,"(39.2988608,-76.5822596)"
1048250,11/11/2015 17:49,Non-Emergency,NW,PRKG COMPLAINT,P153152357,4100 FALLSTAFF RD,"(39.3621630,-76.7105680)"
1048251,11/11/2015 17:51,Low,CD,UNKNOWN TROUBLE,P153152358,400 MANSE CT,"(39.3018840,-76.6261583)"
1048252,11/11/2015 17:53,High,CD,Traffic Stop,P153152359,E PRATT ST/S GAY ST,"(39.286693,-76.608701)"
1048253,11/11/2015 17:48,Low,SD,HIT AND RUN,P153152360,1500 HAZEL ST,"(39.2261910,-76.5899200)"
1048254,11/11/2015 17:52,High,NW,SILENT ALARM,P153152362,3700 HILLSDALE RD,"(39.3328470,-76.6936270)"
1048255,11/11/2015 17:52,High,CD,ARMED PERSON,P153152363,N CHARLES ST/E PRESTON ST,"(39.304502,-76.616118)"
1048256,11/11/2015 17:53,Medium,ED,911/NO  VOICE,P153152365,600 N WOLFE ST,"(39.2968573,-76.5916191)"
1048257,11/11/2015 17:56,High,NW,Traffic Stop,P153152366,2800 DRUID PARK DR,"(39.3252289,-76.6578051)"
1048258,11/11/2015 17:54,Medium,NE,DISORDERLY,P153152367,6400 BROOK AV,"(39.3532430,-76.5359080)"
1048259,11/11/2015 17:54,High,CD,ARMED PERSON,P153152368,N CHARLES ST/E MT ROYAL AV,"(39.305541,-76.616191)"
1048260,11/11/2015 17:54,Medium,SW,NARCOTICSOutside,P153152369,3400 CLIFTON AV,"(39.3110308,-76.6742225)"
1048261,11/11/2015 17:56,High,CD,ARMED PERSON,P153152370,N CHARLES ST/E MT ROYAL AV,"(39.305541,-76.616191)"
1048262,11/11/2015 17:57,Non-Emergency,NW,PRKG COMPLAINT,P153152371,2500 LIBERTY HEIGHTS AV,"(39.3197533,-76.6556601)"
1048263,11/11/2015 17:56,Low,TRU,UNKNOWN TROUBLE,P153152372,400 N KENWOOD AV,"(39.2958960,-76.5780950)"
1048264,11/11/2015 17:57,Medium,TRU,911/NO  VOICE,P153152373,400 N LAKEWOOD AV,"(39.2958410,-76.5795250)"
1048265,11/11/2015 17:59,Low,ND,LARCENCY,P153152374,3200 GREENMOUNT AV,"(39.3274030,-76.6096206)"
1048266,11/11/2015 17:59,Low,TRU,INVESTIGATE,P153152375,2500 ORLEANS ST,"(39.2956385,-76.5820540)"
1048267,11/11/2015 18:00,Medium,NW,NARCOTICSOutside,P153152376,3300 SPAULDING AV,"(39.3476065,-76.6759414)"
1048268,11/11/2015 18:00,Medium,NE,UNFOUNDED,P153152378,5700 BLK RADECKE AV,"(39.3310000,-76.5356970)"
1048269,11/11/2015 18:02,High,SW,Traffic Stop,P153152379,1900 N ROSEDALE ST,"(39.3095851,-76.6693484)"
1048270,11/11/2015 18:00,Medium,NE,AED NONBREATHING,P153152380,3900 LYNDALE AV,"(39.3181700,-76.5608800)"
1048271,11/11/2015 18:02,Low,SW,DESTRUCT PROPTY,P153152381,SPENCE ST/HERKIMER ST,"(39.269761,-76.652355)"
1048272,11/11/2015 17:54,Medium,SE,COMMON ASSAULT,P153152382,COMMODORE JOHN RODGERS ELEM MIDDLE,"(39.293489,-76.587617)"
1048273,11/12/2015 0:59,Medium,CD,NARCOTICSOutside,P153160093,E BALTIMORE ST/COMMERCE ST,"(39.289729,-76.610217)"
1048274,11/12/2015 0:59,Medium,ND,FAMILY DISTURB,P153160095,500 CHATEAU AV,"(39.3509802,-76.6091740)"
1048275,11/12/2015 1:00,Low,NE,OPEN WINDOW,P153160097,4400 SHELDON AV,"(39.3257797,-76.5608576)"
1048276,11/12/2015 1:02,High,NW,Traffic Stop,P153160098,LIBERTY HEIGHTS AV/HILLSDALE RD,"(39.330913,-76.694250)"
1048277,11/12/2015 1:01,Medium,NW,911/NO  VOICE,P153160099,3800 EGERTON RD,"(39.3282320,-76.6806749)"
1048278,11/12/2015 1:00,Non-Emergency,NE,Private Tow,P153160101,1500 PENTRIDGE RD,"(39.3475912,-76.5908505)"
1048279,11/12/2015 1:03,Medium,CD,911/NO  VOICE,P153160102,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
1048280,11/12/2015 1:07,Medium,SW,DISORDERLY,P153160104,900 POPLAR GROVE ST,"(39.2981495,-76.6658674)"
1048281,11/12/2015 1:06,Low,NE,OTHER,P153160105,1800 E BELVEDERE AV,"(39.3573639,-76.5805940)"
1048282,11/11/2015 18:15,High,NW,Traffic Stop,P153152415,REISTERSTOWN RD/ANOKA AV,"(39.321765,-76.655034)"
1048283,11/11/2015 18:14,Medium,SE,DISORDERLY,P153152416,0 S EAST AV,"(39.2920820,-76.5718965)"
1048284,11/11/2015 18:17,Medium,TRU,911/NO  VOICE,P153152424,2500 1/2 HARFORD RD,"(39.317209,-76.594969)"
1048285,11/11/2015 18:18,High,NE,Traffic Stop,P153152425,2600 E NORTHERN PY,"(39.2903848,-76.6121893)"
1048286,11/11/2015 18:18,High,WD,Traffic Stop,P153152426,1500 BLK W BALTIMORE ST,"(39.2886470,-76.6411320)"
1048287,11/11/2015 18:17,Medium,CD,DISORDERLY,P153152427,500 W MULBERRY ST,"(39.2939260,-76.6227760)"
1048288,11/11/2015 18:19,High,CD,Traffic Stop,P153152428,900 PENNSYLVANIA AV,"(39.2968391,-76.6267745)"
1048289,11/11/2015 18:18,Medium,SE,DISORDERLY,P153152429,N LINWOOD AV/PULASKI HY,"(39.295088,-76.576375)"
1048290,11/11/2015 18:13,Non-Emergency,CD,STREET OBSTRUCT,P153152430,LINDEN AV/DRUID PARK LAKE DR,"(39.317040,-76.636159)"
1048291,11/11/2015 18:20,High,NE,Traffic Stop,P153152431,1400 EXETER HALL AV,"(39.3216725,-76.6024302)"
1048292,11/11/2015 18:19,Medium,ED,911/NO  VOICE,P153152432,3900 E MONUMENT ST,"(39.3003510,-76.5655960)"
1048293,11/11/2015 18:21,Non-Emergency,ED,Personal Relief,P153152433,EASTERN DISTRICT,"(39.309774,-76.573144)"
1048294,11/11/2015 18:17,Medium,ND,DISORDERLY,P153152434,6300 YORK RD,"(39.3477099,-76.6074868)"
1048295,11/11/2015 18:21,High,NE,Traffic Stop,P153152435,FRANKFORD AV/HILLBURN AV,"(39.344496,-76.554794)"
1048296,11/11/2015 18:20,Medium,SE,SUSPICIOUS PERS,P153152437,100 BLK N MILTON AV,"(39.2932140,-76.5822050)"
1048297,11/11/2015 18:20,Non-Emergency,CD,STREET OBSTRUCT,P153152438,DRUID PARK LAKE DR/W 0TH ST,"(39.317573,-76.630193)"
1048298,11/11/2015 18:23,Medium,CD,MISSING PERSON,P153152439,900 CATHEDRAL ST,"(39.2999745,-76.6175203)"
1048299,11/11/2015 18:21,Medium,NW,911/NO  VOICE,P153152441,4900 LIBERTY HEIGHTS AV,"(39.3326697,-76.6986428)"
1048300,11/11/2015 18:22,Medium,TRU,911/NO  VOICE,P153152443,3900 PULASKI HY,"(39.2968916,-76.5638947)"
1048301,11/11/2015 18:24,High,ED,Field Interview,P153152445,1400 E LANVALE ST,"(39.3094062,-76.6001878)"
1048302,11/11/2015 18:25,High,WD,Traffic Stop,P153152446,600 N BENTALOU ST,"(39.2948558,-76.6532698)"
1048303,11/11/2015 18:22,Medium,CD,DISORDERLY,P153152447,E MADISON ST/ST PAUL ST,"(39.298653,-76.614126)"
1048304,11/11/2015 18:25,Medium,ED,NARCOTICSOutside,P153152448,700 E NORTH AV,"(39.3117690,-76.6081720)"
1048305,11/11/2015 18:22,Non-Emergency,CD,STREET OBSTRUCT,P153152449,DRUID PARK LAKE DR/LINDEN AV,"(39.317040,-76.636159)"
1048306,11/11/2015 18:23,Medium,SE,SUSPICIOUS PERS,P153152450,100 BLK S POTOMAC ST,"(39.2934870,-76.5750970)"
1048307,11/11/2015 18:26,Medium,NE,911/NO  VOICE,P153152451,5500 SINCLAIR LN,"(39.3256959,-76.5373343)"
1048308,11/11/2015 18:28,High,NE,Field Interview,P153152452,BELAIR RD/MORAVIA RD,"(39.331105,-76.561586)"
1048309,11/11/2015 18:25,Non-Emergency,CD,STREET OBSTRUCT,P153152453,SB I 100 S AT DRUID PARK LAKE DR,"(39.317095,-76.629414)"
1048310,11/11/2015 18:26,Medium,SW,DISORDERLY,P153152455,WILKENS AV/SOUTHWESTERN BL,"(39.270353,-76.681647)"
1048311,11/11/2015 18:23,High,SW,SILENT ALARM,P153152457,3500 WILKENS AV,"(39.2746489,-76.6754120)"
1048312,11/11/2015 18:26,Medium,NE,FAMILY DISTURB,P153152458,3200 CLARENCE AV,"(39.3224708,-76.5761337)"
1048313,11/11/2015 18:28,Medium,CD,911/NO  VOICE,P153152459,500 N CHARLES ST,"(39.2826943,-76.6147569)"
1048314,11/11/2015 18:28,Medium,WD,NARCOTICSOutside,P153152460,1900 BLK PENROSE AV,"(39.2914630,-76.6475840)"
1048315,11/11/2015 18:26,Non-Emergency,NE,LOST PROPERTY,P153152461,5100 DENVIEW WY,"(39.3261940,-76.5344540)"
1048316,11/11/2015 18:29,Medium,SW,BURGLARY,P153152462,1000-1015 MT HOLLY ST,"(,)"
1048317,11/11/2015 18:30,High,NW,Traffic Stop,P153152463,GWYNNS FALLS PY/N LONGWOOD ST,"(39.314560,-76.667868)"
1048318,11/11/2015 18:22,Low,CD,AUTO ACCIDENT,P153152464,N MARTIN LUTHER KING JR BL/W MULBERRY ST,"(39.293570,-76.627706)"
1048319,11/11/2015 18:27,Low,SE,WANTED ON WARR,P153152465,3800 E LOMBARD ST,"(39.2922588,-76.5653648)"
1048320,11/11/2015 18:30,Low,SW,HIT AND RUN,P153152467,3800 COLBORNE RD,"(39.2981200,-76.6804900)"
1048321,11/11/2015 18:30,Medium,ND,911/NO  VOICE,P153152468,5200 YORK RD,"(39.3477099,-76.6074868)"
1048322,11/11/2015 18:30,Medium,SD,DISORDERLY,P153152469,600 ARCHER ST,"(39.2819779,-76.6302082)"
1048323,11/11/2015 18:30,Medium,WD,NARCOTICSOutside,P153152471,1300 N MOUNT ST,"(39.3033010,-76.6449120)"
1048324,11/11/2015 18:31,High,ND,SHOOTING,P153152472,500 CHATEAU AV,"(39.3509802,-76.6091740)"
1048325,11/11/2015 18:29,Medium,ND,DISORDERLY,P153152473,YORK RD/E NORTHERN PY,"(39.365015,-76.609921)"
1048326,11/11/2015 18:30,High,ND,SHOOTING,P153152474,500 BLK CHATEAU AV,"(39.3509802,-76.6091740)"
1048327,11/11/2015 18:32,Medium,WD,911/NO  VOICE,P153152475,2000 WINCHESTER ST,"(39.3018365,-76.6515506)"
1048328,11/11/2015 18:30,High,ND,SHOOTING,P153152476,500 CHATEAU AV,"(39.3509802,-76.6091740)"
1048329,11/11/2015 18:30,High,ND,DISCHRG FIREARM,P153152477,5100 YORK RD,"(39.3477099,-76.6074868)"
1048330,11/11/2015 18:33,Non-Emergency,WD,Repairs/Service,P153152478,100,"(39.3810499,-76.6572571)"
1048331,11/11/2015 18:32,Medium,NW,911/NO  VOICE,P153152479,3900 RIDGEWOOD AV,"(39.3368860,-76.6829300)"
1048332,11/11/2015 18:31,Medium,NE,911/NO  VOICE,P153152480,6700 MORAVIA PARK DR,"(39.3122990,-76.5353430)"
1048333,11/11/2015 18:33,Medium,NW,DISORDERLY,P153152481,3700 WABASH AV,"(39.3270812,-76.6650215)"
1048334,11/11/2015 18:33,High,NE,Traffic Stop,P153152482,THE ALAMEDA/ST LO DR,"(39.321345,-76.590629)"
1048335,11/11/2015 18:31,Medium,CD,DISORDERLY,P153152483,0 E PRESTON ST,"(39.3045054,-76.6160798)"
1048336,11/11/2015 18:34,High,SW,Traffic Stop,P153152484,5200 BLK WINDSOR MILL RD,"(39.3102883,-76.7075397)"
1048337,11/11/2015 18:32,Low,WD,LARCENY F/AUTO,P153152485,1700 N FULTON AV,"(39.3080179,-76.6466400)"
1048338,11/11/2015 18:34,Medium,CD,911/NO  VOICE,P153152486,0 S GREENE ST,"(39.2885205,-76.6236642)"
1048339,11/11/2015 18:34,Non-Emergency,SW,Personal Relief,P153152487,SOUTHWEST DISTRICT,"(39.278780,-76.663529)"
1048340,11/11/2015 18:33,Low,SE,PROTECT ORDER,P153152488,1200 S KENWOOD AV,"(39.2789988,-76.5769648)"
1048341,11/11/2015 18:34,High,ND,DISCHRG FIREARM,P153152489,YORK RD/NOTRE DAME LN,"(39.351944,-76.609760)"
1048342,11/11/2015 18:34,Medium,NE,911/NO  VOICE,P153152490,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
1048343,11/11/2015 18:34,Medium,NE,911/NO  VOICE,P153152491,3200 THE ALAMEDA,"(39.3266059,-76.5943830)"
1048344,11/11/2015 18:34,Low,NE,OTHER,P153152492,2200 E NORTHERN PY,"(39.2903848,-76.6121893)"
1048345,11/11/2015 18:34,Medium,SW,BURGLARY,P153152493,0 MARDREW RD,"(39.2843604,-76.7093981)"
1048346,11/11/2015 18:36,High,NE,Traffic Stop,P153152494,2800 BRENDAN AV,"(39.3242973,-76.5724043)"
1048347,11/11/2015 18:36,Non-Emergency,WD,Repairs/Service,P153152495,100,"(39.3810499,-76.6572571)"
1048348,11/11/2015 18:36,Medium,WD,911/NO  VOICE,P153152496,N BENTALOU ST/PRESBURY ST,"(39.307639,-76.653987)"
1048349,11/11/2015 18:37,Medium,CD,NARCOTICS ONVIEW,P153152497,2000 DRUID HILL AV,"(39.3074210,-76.6356560)"
1048350,11/11/2015 18:35,Medium,NE,911/NO  VOICE,P153152498,5100-17 BELAIR RD,"(39.3363780,-76.5546279)"
1048351,11/11/2015 18:36,Medium,NE,DISORDERLY,P153152499,5100 CONANT WY,"(39.3201888,-76.5536860)"
1048352,11/11/2015 18:36,Medium,CD,MISSING PERSON,P153152500,1500 EUTAW PL,"(39.3057016,-76.6285354)"
1048353,11/11/2015 18:37,Low,SD,OTHER,P153152501,2400 NORFOLK ST,"(39.2624104,-76.6401604)"
1048354,11/11/2015 18:36,Medium,ND,BURGLARY,P153152502,3600 ROLAND AV,"(39.3312997,-76.6328955)"
1048355,11/11/2015 18:37,Medium,SW,DISORDERLY,P153152503,1000 POPLAR GROVE ST,"(39.2993010,-76.6655050)"
1048356,11/11/2015 18:38,Non-Emergency,ED,Foot  Patrol,P153152504,2500 E MONUMENT ST,"(39.2988608,-76.5822596)"
1048357,11/11/2015 18:36,Medium,NW,911/NO  VOICE,P153152505,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
1048358,11/11/2015 18:37,Medium,NE,911/NO  VOICE,P153152506,5800 HARFORD RD,"(39.3554854,-76.5591859)"
1048359,11/11/2015 18:36,Medium,WD,DISORDERLY,P153152507,1900 W FAYETTE ST,"(39.2896678,-76.6471628)"
1048360,11/11/2015 18:39,Medium,CW,Lab Request,P153152508,500 CHATEAU AV,"(39.3509802,-76.6091740)"
1048361,11/11/2015 18:39,Medium,CD,DISORDERLY,P153152509,E PRATT ST/MARKET PL,"(39.286781,-76.606614)"
1048362,11/11/2015 18:39,Low,SD,OTHER,P153152510,2700 ALASKA ST,"(,)"
1048363,11/11/2015 18:39,High,NW,SILENT ALARM,P153152511,3100 TOWANDA AV,"(39.3215670,-76.6586630)"
1048364,11/11/2015 18:39,Medium,SW,NARCOTICSOutside,P153152512,W BALTIMORE ST/N CATHERINE ST,"(39.287736,-76.656460)"
1048365,11/11/2015 18:41,High,NE,Traffic Stop,P153152513,2500 E NORTHERN PY,"(39.2903848,-76.6121893)"
1048366,11/11/2015 18:40,Medium,ED,UNFOUNDED,P153152514,1100 E 20TH ST,"(39.3129700,-76.6041250)"
1048367,11/11/2015 18:40,Low,NW,INVESTIGATE,P153152515,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
1048368,11/11/2015 18:41,Low,SE,AUTO ACCIDENT,P153152516,FLEET ST/S KENWOOD AV,"(39.285208,-76.577163)"
1048369,11/11/2015 18:43,High,CD,Traffic Stop,P153152517,N GREENE ST/W FAYETTE ST,"(39.290283,-76.623720)"
1048370,11/11/2015 18:42,Medium,ED,911/NO  VOICE,P153152518,500 E PRESTON ST,"(39.3048077,-76.6092968)"
1048371,11/11/2015 18:40,Medium,SW,911/NO  VOICE,P153152519,200 S PULASKI ST,"(39.2850158,-76.6499023)"
1048372,11/11/2015 18:41,High,SE,SILENT ALARM,P153152520,2300-2 BOSTON ST,"(,)"
1048373,11/11/2015 18:44,High,SE,AUTO ACC/INJURY,P153152522,3000 EASTERN AV,"(39.2863536,-76.5743318)"
1048374,11/11/2015 19:37,High,SW,Traffic Stop,P153152707,4900 CLIFTON AV,"(39.3064910,-76.7060825)"
1048375,11/11/2015 19:19,Non-Emergency,NW,FOLLOW UP,P153152708,3400 PARK HEIGHTS AV,"(39.3261186,-76.6578796)"
1048376,11/11/2015 19:37,Medium,TRU,911/NO  VOICE,P153152709,1000 E BALTIMORE ST,"(39.2904644,-76.6031401)"
1048377,11/11/2015 19:33,Low,NE,DESTRUCT PROPTY,P153152710,CHESLEY AV/FAIRDEL AV,"(39.361224,-76.537523)"
1048378,11/11/2015 19:36,Low,SD,WANTED ON WARR,P153152711,2100 HAINES ST,"(39.2721674,-76.6288487)"
1048379,11/11/2015 19:37,Medium,ED,SICK CASE,P153152713,ENSOR ST/E MADISON ST,"(39.299062,-76.603730)"
1048380,11/11/2015 19:39,Medium,TRU,911/NO  VOICE,P153152714,1000 E BALTIMORE ST,"(39.2904644,-76.6031401)"
