,callDateTime,priority,district,description,callNumber,incidentLocation,location
1047591,11/11/2015 14:11,Low,ND,INVESTIGATE,P153151531,300 WYMAN PARK DR,"(39.3239338,-76.6260144)"
1047592,11/11/2015 14:02,Medium,SW,COMMON ASSAULT,P153151532,2400 WILKENS AV,"(39.2799340,-76.6537700)"
1047593,11/11/2015 14:04,Non-Emergency,SS,SUPV COMPLAINT,P153151533,5800 REISTERSTOWN RD,"(39.4894936,-76.8724374)"
1047594,11/11/2015 14:13,Medium,TRU,911/NO  VOICE,P153151534,1700 EUTAW PL,"(39.3068760,-76.6304080)"
1047595,11/11/2015 14:10,High,CD,ROBBERY UNARMED,P153151535,300 E LOMBARD ST,"(39.2882710,-76.6104800)"
1047596,11/11/2015 14:12,Medium,TRU,911/NO  VOICE,P153151536,5800 HARFORD RD,"(39.3554854,-76.5591859)"
1047597,11/11/2015 14:11,Low,CD,LARCENCY,P153151538,200 E PRATT ST,"(39.2870429,-76.6114440)"
1047598,11/11/2015 14:15,Low,NW,INVOL DETENTION,P153151539,4400 PARK HEIGHTS AV,"(39.3397021,-76.6666429)"
1047599,11/11/2015 14:15,Non-Emergency,ED,Foot  Patrol,P153151540,1500 N MONTFORD AV,"(39.3082060,-76.5845660)"
1047600,11/11/2015 14:13,Low,CD,WANTED ON WARR,P153151541,1500 BLK PENNSYLVANIA AV,"(39.3022430,-76.6330752)"
1047601,11/11/2015 14:16,Medium,TRU,911/NO  VOICE,P153151542,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
1047602,11/11/2015 14:16,Medium,NE,SICK CASE,P153151543,2400 BELAIR RD,"(39.3189451,-76.5767775)"
1047603,11/11/2015 14:14,Medium,TRU,911/NO  VOICE,P153151544,5800 HARFORD RD,"(39.3554854,-76.5591859)"
1047604,11/11/2015 14:14,Medium,CD,NARCOTICSOutside,P153151545,W BALTIMORE ST/N EUTAW ST,"(39.289308,-76.620916)"
1047605,11/11/2015 14:14,Medium,SE,DISORDERLY,P153151546,600 N KENWOOD AV,"(39.2979737,-76.5782110)"
1047606,11/11/2015 14:12,Low,TRU,LARCENCY,P153151547,3600 CLARKS LN,"(39.3620910,-76.7006530)"
1047607,11/11/2015 14:17,High,ND,Field Interview,P153151548,NORTHWOOD DR/CEDARCROFT RD,"(39.369671,-76.599879)"
1047608,11/11/2015 14:16,Medium,TRU,911/NO  VOICE,P153151549,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
1047609,3/13/2015 19:25,Low,SD,HIT AND RUN,P150722699,3100 VIONA AV,"(39.2483850,-76.6365450)"
1047610,11/11/2015 14:14,High,NE,SILENT ALARM,P153151550,3500 ELMORA AV,"(39.3159950,-76.5723010)"
1047611,11/11/2015 14:13,Non-Emergency,WD,INVESTIGATE AUTO,P153151551,600 CLAYMONT AV,"(39.2949708,-76.6608468)"
1047612,11/11/2015 14:14,Low,TRU,LARCENY F/AUTO,P153151552,2100 ORLEANS ST,"(39.2956069,-76.5875020)"
1047613,11/11/2015 14:18,Medium,CD,AUTO THEFT,P153151553,0 N CHARLES ST,"(39.2895335,-76.6151628)"
1047614,11/11/2015 14:18,Medium,TRU,911/NO  VOICE,P153151554,1400 E MADISON ST,"(39.2996416,-76.5985848)"
1047615,11/11/2015 14:19,Medium,TRU,911/NO  VOICE,P153151555,1400 S CATON AV,"(39.2627016,-76.6659590)"
1047616,11/11/2015 14:17,Medium,SD,NARCOTICSOutside,P153151556,S CAREY ST/CARROLL ST,"(39.279822,-76.634296)"
1047617,11/11/2015 14:18,Medium,ED,SICK CASE,P153151557,900 WEBB CT,"(39.3006551,-76.6040216)"
1047618,11/11/2015 14:16,Medium,SW,FAMILY DISTURB,P153151558,1000 KEVIN RD,"(39.2975440,-76.6892140)"
1047619,11/11/2015 14:20,Medium,WD,NARCOTICS ONVIEW,P153151559,W NORTH AV/N FULTON AV,"(39.309885,-76.646503)"
1047620,11/11/2015 14:15,Low,ND,INTOXICATED PERS,P153151560,3000 GREENMOUNT AV,"(39.3249560,-76.6098260)"
1047621,11/11/2015 14:17,Medium,NE,SICK CASE,P153151561,2400 BELAIR RD,"(39.3189451,-76.5767775)"
1047622,11/11/2015 14:20,Low,ND,LARCENCY,P153151564,2800 EDGECOMBE CI S,"(39.3424360,-76.6613760)"
1047623,11/11/2015 14:21,Medium,TRU,911/NO  VOICE,P153151565,1400 N CHARLES ST,"(39.2735450,-76.6143880)"
1047624,11/11/2015 14:20,Medium,ND,DISORDERLY,P153151566,900 ST DUNSTANS RD,"(39.3600030,-76.6017690)"
1047625,11/11/2015 14:23,High,NE,Field Interview,P153151568,HARFORD RD/CHRISTOPHER AV,"(39.358568,-76.556039)"
1047626,11/11/2015 14:23,Medium,ND,NARCOTICSOutside,P153151569,4700 YORK RD,"(39.3453140,-76.6080990)"
1047627,11/11/2015 14:21,Medium,NW,DISORDERLY,P153151570,4000 NORFOLK AV,"(39.3242220,-76.6854580)"
1047628,11/11/2015 14:19,Medium,NE,MENTAL CASE,P153151571,1600 E 32ND ST,"(39.3269869,-76.5937873)"
1047629,11/11/2015 14:24,High,NE,RA POLICE,P153151573,2400 BELAIR RD,"(39.3189451,-76.5767775)"
1047630,11/11/2015 14:19,Medium,CD,BURGLARY,P153151574,400 MANSE CT,"(39.3018840,-76.6261583)"
1047631,11/11/2015 14:24,Medium,ND,NARCOTICSOutside,P153151575,500 BLK TUNBRIDGE RD,"(39.3568256,-76.6105826)"
1047632,11/11/2015 14:23,Low,SW,INTOXICATED PERS,P153151577,0 S AUGUSTA AV,"(39.2860789,-76.6848467)"
1047633,11/11/2015 14:20,Low,CD,LARCENCY,P153151578,1100 PENNSYLVANIA AV,"(39.2987870,-76.6292365)"
1047634,11/11/2015 14:25,Medium,CW,Lab Request,P153151580,EVERGREEN ST/GWYNNS FALLS PY,"(39.315083,-76.660868)"
1047635,11/11/2015 14:21,Low,NW,HIT AND RUN,P153151582,3700 W BELVEDERE AV,"(39.3464230,-76.6805640)"
1047636,11/11/2015 14:26,High,SE,Field Interview,P153151583,O'DONNELL ST/GUSRYAN ST,"(39.281551,-76.540508)"
1047637,11/11/2015 14:27,Low,WD,Transport,P153151584,CENTRAL BOOKING,"(39.298946,-76.610470)"
1047638,11/11/2015 14:27,Low,NW,Transport,P153151585,5200 DENMORE AV,"(39.3486346,-76.6782268)"
1047639,11/11/2015 14:26,Medium,SD,DISORDERLY,P153151586,2200 CEDLEY ST,"(39.2638670,-76.6318189)"
1047640,11/11/2015 14:27,Low,SD,AUTO ACCIDENT,P153151587,2500 HOLLINS FERRY RD,"(39.2612731,-76.6418765)"
1047641,11/11/2015 14:26,Medium,ND,SUSPICIOUS PERS,P153151588,SPRINGLAKE WY/HOMELAND AV,"(39.353775,-76.616079)"
1047642,11/11/2015 14:28,High,SD,Field Interview,P153151589,1800 WORCESTER ST,"(39.2755400,-76.6297650)"
1047643,11/11/2015 14:26,Medium,NE,DWI,P153151590,CEDONIA AV/RADECKE AV,"(39.330554,-76.532963)"
1047644,11/11/2015 14:28,Non-Emergency,SD,Repairs/Service,P153151591,100,"(39.3810499,-76.6572571)"
1047645,11/11/2015 14:29,Medium,SE,NARCOTICS ONVIEW,P153151592,1200 BLK GUSRYAN ST,"(,)"
1047646,11/11/2015 14:30,High,NW,Traffic Stop,P153151594,5000 REISTERSTOWN RD,"(39.3419594,-76.6794077)"
1047647,11/11/2015 14:30,Medium,CW,COMMON ASSAULT,P153151595,1500 HARLEM AV,"(39.2971270,-76.6410750)"
1047648,11/11/2015 14:27,Medium,SD,SUSPICIOUS PERS,P153151596,1900 MCHENRY ST,"(39.2844670,-76.6468630)"
1047649,11/11/2015 14:30,Low,SD,OTHER,P153151597,100 W CLEMENT ST,"(39.2736478,-76.6153858)"
1047650,11/11/2015 14:31,Medium,CW,Lab Request,P153151598,500 N STRICKER ST,"(39.2941620,-76.6415470)"
1047651,11/11/2015 14:30,Medium,ED,NARCOTICSOutside,P153151600,700 N BELNORD AV,"(39.2992889,-76.5789567)"
1047652,11/11/2015 14:33,Low,SD,School/Church,P153151602,KEY HY/COVINGTON ST,"(39.280747,-76.607150)"
1047653,11/11/2015 14:33,Low,SD,School/Church,P153151603,E CROSS ST/RIVERSIDE AV,"(39.277374,-76.609018)"
1047654,11/11/2015 14:34,Low,SD,School/Church,P153151604,E CROSS ST/LIGHT ST,"(39.276803,-76.612311)"
1047655,11/11/2015 14:32,Low,ND,AUTO ACCIDENT,P153151605,PEPSI SIGN - NB,"(39.330677,-76.641304)"
1047656,11/11/2015 14:32,High,CD,AGGRAV ASSAULT,P153151606,N CHARLES ST/W PRESTON ST,"(39.304502,-76.616118)"
1047657,11/11/2015 14:33,Medium,TRU,911/NO  VOICE,P153151607,1600 E 31ST ST,"(39.3263140,-76.5933650)"
1047658,11/11/2015 14:31,Low,SD,INVESTIGATE,P153151608,900 E PATAPSCO AV,"(39.2350930,-76.5971890)"
1047659,11/11/2015 14:33,Medium,NE,DISORDERLY,P153151609,4700 ERDMAN AV,"(39.3085839,-76.5611418)"
1047660,11/11/2015 14:33,Medium,TRU,911/NO  VOICE,P153151610,100 W 29TH ST,"(39.3231493,-76.6188892)"
1047661,11/11/2015 14:34,Low,NE,WANTED ON WARR,P153151611,5900 BELAIR RD,"(39.3457347,-76.5412260)"
1047662,11/11/2015 14:36,Non-Emergency,SE,Repairs/Service,P153151612,100,"(39.3810499,-76.6572571)"
1047663,11/11/2015 14:33,Medium,WD,NARCOTICSOutside,P153151614,DRUID HILL AV/CLOVERDALE RD,"(39.314031,-76.641841)"
1047664,11/11/2015 14:33,Medium,WD,NARCOTICSOutside,P153151615,CUMBERLAND ST/N CAREY ST,"(39.308659,-76.642550)"
1047665,11/11/2015 14:34,Medium,ND,DISORDERLY,P153151616,WELDON AV/EDGEHILL AV,"(39.337699,-76.639687)"
1047666,11/11/2015 14:38,High,SW,Traffic Stop,P153151617,S COLLINS AV/MASSACHUSETTS AV,"(39.283440,-76.683373)"
1047667,11/11/2015 14:38,Medium,CD,MENTAL CASE,P153151618,1500 W MT ROYAL AV,"(39.3090640,-76.6233370)"
1047668,11/11/2015 14:35,Low,SW,HIT AND RUN,P153151619,4000 WILKENS AV,"(39.2687276,-76.6870529)"
1047669,11/11/2015 14:37,Medium,SD,DISORDERLY,P153151620,1600 COLE ST,"(39.2823533,-76.6423985)"
1047670,11/11/2015 14:38,Non-Emergency,ED,Foot  Patrol,P153151621,1900 BELAIR RD,"(39.3129300,-76.5842060)"
1047671,11/11/2015 14:39,Non-Emergency,CW,RECOVER PROPERTY,P153151622,3500 HILLEN RD,"(39.3325566,-76.5910362)"
1047672,11/11/2015 14:34,Low,NE,CK WELL BEING,P153151623,3600 WHITE AV,"(39.3499700,-76.5500210)"
1047673,11/11/2015 14:38,Medium,SW,911/NO  VOICE,P153151624,4600 FREDERICK AV,"(39.2814825,-76.6924178)"
1047674,11/11/2015 14:38,Low,ND,SEE TEXT,P153151625,NB I 100 N AT W COLD SPRING LN,"(39.345141,-76.647026)"
1047675,11/11/2015 14:40,High,SD,Field Interview,P153151626,1800 W PRATT ST,"(39.2854771,-76.6453432)"
1047676,11/11/2015 14:38,Medium,NE,COMMON ASSAULT,P153151627,3400 PARKLAWN AV,"(39.3241700,-76.5760040)"
1047677,11/11/2015 14:37,Medium,SW,SUSPICIOUS PERS,P153151628,W NORTH AV/MORRIS RD,"(39.308834,-76.674101)"
1047678,11/11/2015 14:38,Non-Emergency,NE,VEHICLE DISTURB,P153151629,MORAVIA RD/BELAIR RD,"(39.331105,-76.561586)"
1047679,11/11/2015 14:41,Low,SE,AUTO ACCIDENT,P153151630,E LOMBARD ST/S CHESTER ST,"(39.290628,-76.587347)"
1047680,11/11/2015 14:39,Medium,NW,SUSPICIOUS PERS,P153151631,REISTERSTOWN PLAZA,"(39.359202,-76.706582)"
1047681,11/11/2015 14:40,Medium,NW,DISORDERLY,P153151632,2500 VIOLET AV,"(39.3313936,-76.6578220)"
1047682,11/11/2015 14:42,Low,CD,LARCENCY,P153151633,400 E PRATT ST,"(39.2870097,-76.6093320)"
1047683,11/11/2015 14:42,Medium,NW,911/NO  VOICE,P153151634,5700 PARK HEIGHTS AV,"(39.3530484,-76.6864838)"
1047684,11/11/2015 14:40,Medium,ND,LARCENCY,P153151635,5300 YORK RD,"(39.3477099,-76.6074868)"
1047685,11/11/2015 14:41,Medium,TRU,911/NO  VOICE,P153151636,1000 W BALTIMORE ST,"(39.2889640,-76.6339440)"
1047686,11/11/2015 14:43,Medium,CW,Lab Request,P153151637,5100 SINCLAIR LN,"(39.3245037,-76.5459657)"
1047687,11/11/2015 14:42,Medium,CD,NARCOTICSOutside,P153151638,1000 PENNSYLVANIA AV,"(39.2979753,-76.6278073)"
1047688,11/11/2015 14:43,Medium,TRU,911/NO  VOICE,P153151639,500 N ATHOL AV,"(39.2923579,-76.6893446)"
1047689,11/11/2015 14:43,Non-Emergency,WD,TOWED VEHICLE,P153151640,2000 N FULTON AV,"(39.3111210,-76.6468130)"
1047690,11/11/2015 14:43,Medium,SD,911/NO  VOICE,P153151641,2100 RUSSELL ST,"(39.2721271,-76.6304488)"
1047691,11/11/2015 14:44,Low,CW,DEPT ACCIDENT,P153151642,3200 GLENMORE AV,"(39.3554950,-76.5525630)"
1047692,11/11/2015 14:43,Medium,CD,911/NO  VOICE,P153151643,1100 DRUID HILL AV,"(39.3003914,-76.6265826)"
1047693,11/11/2015 14:42,Non-Emergency,NE,Repo,P153151645,3500 AILSA AV,"(39.3432290,-76.5602460)"
1047694,11/11/2015 14:45,Low,ED,LARCENY F/AUTO,P153151646,1600 ORLEANS ST,"(39.2952635,-76.5958716)"
1047695,11/11/2015 14:41,Low,NW,HIT AND RUN,P153151647,2700 LIBERTY HEIGHTS AV,"(39.3206336,-76.6595527)"
1047696,11/11/2015 14:43,Medium,WD,NARCOTICSOutside,P153151648,1400 N FREMONT AV,"(39.3051340,-76.6377879)"
1047697,11/11/2015 14:43,Medium,WD,911/NO  VOICE,P153151649,1000 W BALTIMORE ST,"(39.2889640,-76.6339440)"
1047698,11/11/2015 14:45,Medium,ED,DISORDERLY,P153151651,N BROADWAY/ASHLAND AV,"(39.300504,-76.594277)"
1047699,11/11/2015 14:45,Medium,NW,911/NO  VOICE,P153151652,4900 LIBERTY HEIGHTS AV,"(39.3326697,-76.6986428)"
1047700,11/11/2015 14:18,Medium,CD,NARCOTICSOutside,P153151653,1200 BLK CLOVERDALE RD,"(39.3145289,-76.6410874)"
1047701,11/11/2015 14:47,Medium,NE,911/NO  VOICE,P153151654,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
1047702,11/11/2015 14:44,Medium,ED,COMMON ASSAULT,P153151655,E 0ND ST/KIRK AV,"(39.314437,-76.605888)"
1047703,11/11/2015 14:41,Non-Emergency,SW,INVESTIGATE AUTO,P153151656,TOLLEY ST/WHISTLER AV,"(39.264605,-76.650302)"
1047704,11/11/2015 14:47,Medium,NW,911/NO  VOICE,P153151657,4900 LIBERTY HEIGHTS AV,"(39.3326697,-76.6986428)"
1047705,11/11/2015 14:46,Medium,WD,NARCOTICSOutside,P153151658,2400 WOODBROOK AV,"(39.3101987,-76.6411826)"
1047706,11/11/2015 14:45,Medium,SE,FAMILY DISTURB,P153151659,300 S CLINTON ST,"(39.2884070,-76.5703570)"
1047707,11/11/2015 14:40,Low,SE,DISABLED  VEH,P153151660,NB I 900 N AT MM 12.7,"(39.295071,-76.551697)"
1047708,11/11/2015 14:49,Low,SW,School/Church,P153151662,3400 CLIFTON AV,"(39.3110308,-76.6742225)"
1047709,11/11/2015 14:49,Non-Emergency,NW,SEARCH&SEIZURE,P153151663,5200 DENMORE AV,"(39.3486346,-76.6782268)"
1047710,11/11/2015 14:49,Medium,NE,911/NO  VOICE,P153151664,6500 BELAIR RD,"(39.3554832,-76.5298917)"
1047711,11/11/2015 14:47,Medium,NE,911/NO  VOICE,P153151665,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
1047712,11/11/2015 14:50,Medium,WD,DISORDERLY,P153151666,2500 LAURETTA AV,"(39.2941844,-76.6564192)"
1047713,11/11/2015 14:51,Non-Emergency,SW,Repairs/Service,P153151667,SOUTHWEST DISTRICT,"(39.278780,-76.663529)"
1047714,11/11/2015 16:32,Medium,NW,DISORDERLY,P153152052,3600 DOLFIELD AV,"(39.3364090,-76.6753430)"
1047715,11/11/2015 16:33,Medium,ED,BURGLARY,P153152053,1600 N PATTERSON PARK AV,"(39.3088916,-76.5857676)"
1047716,11/11/2015 16:31,High,NE,SILENT ALARM,P153152054,6800 STURBRIDGE DR,"(39.3683562,-76.5618945)"
1047717,11/11/2015 16:31,Medium,CD,911/NO  VOICE,P153152056,0 E PRATT ST,"(39.2864962,-76.6148730)"
1047718,11/11/2015 16:31,Medium,CD,NARCOTICSOutside,P153152057,PENNSYLVANIA AV/LAURENS ST,"(39.304301,-76.635596)"
1047719,11/11/2015 16:30,Medium,ED,911/NO  VOICE,P153152058,1000 EDISON HY,"(39.3029101,-76.5728709)"
1047720,11/11/2015 16:29,Low,SE,WELL BEING CHECK,P153152061,100 N LAKEWOOD AV,"(39.2933260,-76.5793600)"
1047721,11/11/2015 16:35,Medium,NW,SICK CASE,P153152063,5800 BLAND AV,"(39.3572200,-76.6808990)"
1047722,11/11/2015 14:54,Low,SD,OTHER,P153151684,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
1047723,11/11/2015 14:55,Low,SD,OTHER,P153151685,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
1047724,11/11/2015 14:52,Medium,NE,911/NO  VOICE,P153151686,6500 BELAIR RD,"(39.3547130,-76.5307653)"
1047725,11/11/2015 14:55,Medium,WD,NARCOTICSOutside,P153151688,1600 MORELAND AV,"(39.3064220,-76.6560660)"
1047726,11/11/2015 14:52,Low,SW,LARCENCY,P153151689,400 S SMALLWOOD ST,"(39.2828040,-76.6514060)"
1047727,11/11/2015 14:54,Medium,NE,911/NO  VOICE,P153151691,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
1047728,11/11/2015 14:55,High,NE,SILENT ALARM,P153151692,1800 CARSWELL ST,"(39.3203111,-76.5916718)"
1047729,11/11/2015 14:55,Medium,NW,911/NO  VOICE,P153151693,3300 W BELVEDERE AV,"(39.3484970,-76.6773160)"
1047730,11/11/2015 14:57,Medium,SW,911/NO  VOICE,P153151694,4600 EDMONDSON AV,"(39.2769450,-76.7729402)"
1047731,11/11/2015 14:58,Medium,ND,DISORDERLY,P153151696,900 ST DUNSTANS RD,"(39.3600030,-76.6017690)"
1047732,11/11/2015 14:59,High,SE,Field Interview,P153151697,200 S BROADWAY,"(39.2877262,-76.5939315)"
1047733,11/11/2015 14:59,Medium,CD,911/NO  VOICE,P153151698,0 S GREENE ST,"(39.2885206,-76.6236639)"
1047734,11/11/2015 14:59,Medium,WD,911/NO  VOICE,P153151699,2500 W NORTH AV,"(39.3085953,-76.6593100)"
1047735,11/11/2015 14:59,Medium,ED,NARCOTICSOutside,P153151700,700 N BELNORD AV,"(39.2992889,-76.5789567)"
1047736,11/11/2015 14:50,Medium,ND,SUSPICIOUS PERS,P153151701,300-350 E BELVEDERE AV,"(,)"
1047737,11/11/2015 14:58,Low,NE,HIT AND RUN,P153151702,1400 WALKER AV,"(39.3708060,-76.5859420)"
1047738,11/11/2015 14:58,Low,SE,DESTRUCT PROPTY,P153151703,DUNDALK AV/BOSTON AV,"(39.279146,-76.534008)"
1047739,11/11/2015 14:59,Medium,NW,911/NO  VOICE,P153151704,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
1047740,11/11/2015 14:59,Medium,NE,911/NO  VOICE,P153151705,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
1047741,11/11/2015 15:01,Medium,CD,NARCOTICS ONVIEW,P153151706,CENTRAL DISTRICT,"(39.289854,-76.608854)"
1047742,11/11/2015 15:00,Medium,NE,DISORDERLY,P153151707,1500 UPSHIRE RD,"(39.3339161,-76.5951256)"
1047743,11/11/2015 14:59,Medium,SE,911/NO  VOICE,P153151708,500-803 S BROADWAY,"(39.2820434,-76.5934197)"
1047744,11/11/2015 15:02,Medium,ND,911/NO  VOICE,P153151709,600 WYANOKE AV,"(39.3375680,-76.6073690)"
1047745,11/11/2015 15:02,Medium,SD,911/NO  VOICE,P153151710,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
1047746,11/11/2015 15:01,Medium,ND,DISORDERLY,P153151711,900 ST DUNSTANS RD,"(39.3600030,-76.6017690)"
1047747,11/11/2015 15:01,Medium,CD,COMMON ASSAULT,P153151712,1900 PARK AV,"(39.3119159,-76.6282650)"
1047748,11/11/2015 15:02,Low,NE,LARCENY F/AUTO,P153151714,6500 ROSEMONT AV,"(39.3538410,-76.5347580)"
1047749,11/11/2015 14:55,Medium,SW,DISORDERLY,P153151715,3400 OLD FREDERICK RD,"(39.2820519,-76.6739790)"
1047750,11/11/2015 15:03,Medium,SD,911/NO  VOICE,P153151716,100 S PACA ST,"(39.2874652,-76.6221829)"
1047751,11/11/2015 15:02,Medium,NE,911/NO  VOICE,P153151717,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
1047752,11/11/2015 15:04,Low,CD,Transport,P153151718,CENTRAL BOOKING,"(39.298946,-76.610470)"
1047753,11/11/2015 15:04,Medium,ND,911/NO  VOICE,P153151719,600 WYANOKE AV,"(39.3375680,-76.6073690)"
1047754,11/11/2015 15:03,Low,NW,OTHER,P153151720,3700 SPRINGDALE AV,"(39.3247850,-76.6798800)"
1047755,11/11/2015 15:04,Low,TRU,DESTRUCT PROPTY,P153151722,1800 MORELAND AV,"(39.3086119,-76.6561420)"
1047756,11/11/2015 15:04,High,NW,SILENT ALARM,P153151723,3800 W ROGERS AV,"(39.3505350,-76.6860310)"
1047757,11/11/2015 15:04,Medium,NE,911/NO  VOICE,P153151724,4300 HILLEN RD,"(39.3418475,-76.5873262)"
1047758,11/11/2015 15:01,Medium,ND,DISORDERLY,P153151725,5200 YORK RD,"(39.3477099,-76.6074868)"
1047759,3/13/2015 20:16,Low,CD,OTHER,P150722872,400 W FRANKLIN ST,"(39.2950980,-76.6214710)"
1047760,11/11/2015 15:05,Non-Emergency,NE,Foot  Patrol,P153151726,BELAIR RD/ERDMAN AV,"(39.321564,-76.573719)"
1047761,11/11/2015 14:59,Low,SW,INVESTIGATE,P153151727,S CATON AV/NB I 100 N,"(39.265731,-76.666970)"
1047762,11/11/2015 15:05,Low,WD,OTHER,P153151728,1500 MOSHER ST,"(39.3000397,-76.6416875)"
1047763,11/11/2015 15:05,Non-Emergency,NE,VEHICLE DISTURB,P153151729,FRANKFORD AV/BELAIR RD,"(39.338123,-76.551652)"
1047764,11/11/2015 15:04,Medium,ND,DISORDERLY,P153151730,900 ST DUNSTANS RD,"(39.3600030,-76.6017690)"
1047765,11/11/2015 15:06,High,WD,Field Interview,P153151731,MOSHER ST/N MONROE ST,"(39.299817,-76.647577)"
1047766,11/11/2015 15:04,Medium,SE,NARCOTICSOutside,P153151732,3600 E LOMBARD ST,"(39.2916600,-76.5673489)"
1047767,11/11/2015 15:07,High,ED,Traffic Stop,P153151733,1600 ORLEANS ST,"(39.2952635,-76.5958716)"
1047768,11/11/2015 15:05,Medium,NW,911/NO  VOICE,P153151734,2700 BOARMAN AV,"(39.3387644,-76.6658154)"
1047769,11/11/2015 15:06,Medium,TRU,911/NO  VOICE,P153151735,500 E PRESTON ST,"(39.3048077,-76.6092968)"
1047770,11/11/2015 15:05,High,SD,CUTTING,P153151736,2400 BLK MARBOURNE AV,"(,)"
1047771,11/11/2015 18:43,High,ED,DISCHRG FIREARM,P153152523,E 0TH ST/ROBB ST,"(39.312789,-76.603449)"
1047772,11/11/2015 18:41,Low,NE,OTHER,P153152524,5900 MORAVIA RD,"(39.3177890,-76.5453628)"
1047773,11/11/2015 18:43,Medium,WD,COMMON ASSAULT,P153152525,2500 LAURETTA AV,"(39.2941844,-76.6564192)"
1047774,11/11/2015 18:45,High,NW,Traffic Stop,P153152526,3500 PARK HEIGHTS AV,"(39.3281950,-76.6584980)"
1047775,11/11/2015 18:43,High,CD,ROBBERY ARMED,P153152527,W FRANKLIN ST/JASPER ST,"(39.294856,-76.621945)"
1047776,11/11/2015 18:42,Medium,SD,DISORDERLY,P153152528,600 ARCHER ST,"(39.2819779,-76.6302082)"
1047777,11/11/2015 18:45,Medium,SW,911/NO  VOICE,P153152529,1000 ARION PARK RD,"(39.2672170,-76.6865150)"
1047778,11/11/2015 18:45,Medium,ND,DISORDERLY,P153152530,800 BLK E 33RD ST,"(39.3286709,-76.6048630)"
1047779,11/11/2015 18:38,Medium,CD,COMMON ASSAULT,P153152531,800 LINDEN AV,"(39.2987980,-76.6211370)"
1047780,11/11/2015 18:45,Medium,SE,911/NO  VOICE,P153152532,5600 O'DONNELL ST,"(39.2788350,-76.5466052)"
1047781,11/11/2015 18:45,Medium,CD,911/NO  VOICE,P153152533,300 N EUTAW ST,"(39.2929880,-76.6213830)"
1047782,11/11/2015 18:38,Non-Emergency,SD,INVESTIGATE AUTO,P153152534,6300 PENNINGTON AV,"(39.2079988,-76.5815873)"
1047783,11/11/2015 18:47,Non-Emergency,SD,Repairs/Service,P153152535,100,"(39.3810499,-76.6572571)"
1047784,11/11/2015 18:46,Low,NW,AUTO ACCIDENT,P153152536,PARK HEIGHTS AV/W COLD SPRING LN,"(39.339631,-76.666452)"
1047785,11/11/2015 18:45,Low,NW,TROUBLE UNKNOWN,P153152537,BOARMAN AV/PARK HEIGHTS AV,"(39.338757,-76.665793)"
1047786,11/11/2015 18:47,Medium,SW,DISORDERLY,P153152538,1000 POPLAR GROVE ST,"(39.2993010,-76.6655050)"
1047787,11/11/2015 18:48,High,SE,RA POLICE,P153152539,3000 EASTERN AV,"(39.2863536,-76.5743318)"
1047788,11/11/2015 18:46,Medium,NW,MISSING PERSON,P153152540,2900 W COLD SPRING LN,"(39.3384360,-76.6701280)"
1047789,11/11/2015 18:46,Medium,SW,MENTAL CASE,P153152541,3100 GEORGETOWN RD,"(39.2629790,-76.6631750)"
1047790,11/11/2015 18:46,Non-Emergency,SE,BURG ALARM,P153152542,2300-2 BOSTON ST,"(,)"
1047791,11/11/2015 18:48,Medium,NE,DISORDERLY,P153152543,1200 ARMISTEAD WY,"(39.3075890,-76.5505102)"
1047792,11/11/2015 18:48,Medium,SE,JUV DISTURBANCE,P153152544,S PONCA ST/HUDSON ST,"(39.283022,-76.554706)"
1047793,11/11/2015 18:49,Medium,NE,DISORDERLY,P153152545,ARMISTEAD WY/METZGAR WY,"(39.306872,-76.550076)"
1047794,11/11/2015 18:48,Medium,NE,DISORDERLY,P153152546,1100 BLK HORNERS LN,"(39.3048550,-76.5510725)"
1047795,11/11/2015 18:48,Medium,SD,DISORDERLY,P153152547,600 ARCHER ST,"(39.2819779,-76.6302082)"
1047796,11/11/2015 18:51,Medium,SW,911/NO  VOICE,P153152549,200 FONTHILL AV,"(39.2845260,-76.6644419)"
1047797,11/11/2015 18:52,Low,WD,Transport,P153152550,CENTRAL BOOKING,"(39.298946,-76.610470)"
1047798,11/11/2015 15:15,Medium,TRU,911/NO  VOICE,P153151763,2500 AISQUITH ST,"(39.3173062,-76.5981803)"
1047799,11/11/2015 15:16,Low,SW,HIT AND RUN,P153151764,FREDERICK AV/MCCURLEY ST,"(39.281217,-76.674119)"
1047800,11/11/2015 15:14,Medium,CD,911/NO  VOICE,P153151765,400 E BALTIMORE ST,"(39.2899730,-76.6100220)"
1047801,11/11/2015 15:15,Medium,SW,911/NO  VOICE,P153151766,3200 FREDERICK AV,"(39.2805996,-76.6699645)"
